	1.2199320663423558E-5
27225	3.657138338670779E-6	5617
27226	1.9768315344166374E-6	2440
27227	1.9768315344166374E-6	13637
27228	1.2370994930627497E-5	61597
27229	1.9768315344166374E-6	2442
2723	1.9768315344166374E-6	681
27230	1.2199320663423558E-5	2434
27231	1.9768315344166374E-6	2444
27232	1.9768315344166374E-6	2444
27233	3.657138338670779E-6	6138
27234	1.9768315344166374E-6	61599
27235	1.9768315344166374E-6	2444
27236	2.3751763528783076E-5	14407
27237	1.9768315344166374E-6	2444
27238	1.9768315344166374E-6	2444
27239	1.9768315344166374E-6	2444
2724	1.9768315344166374E-6	6156
27240	1.9768315344166374E-6	2444
27241	1.9768315344166374E-6	2444
27242	1.9768315344166374E-6	2444
27243	1.9768315344166374E-6	2444
27244	1.9768315344166374E-6	22842
27245	1.9768315344166374E-6	2444
27246	1.9768315344166374E-6	2444
27247	1.9768315344166374E-6	1719
27248	1.9768315344166374E-6	7401
27249	1.9768315344166374E-6	2444
2725	1.9768315344166374E-6	1179
27250	3.657138338670779E-6	3071
27251	1.9768315344166374E-6	7928
27252	1.9768315344166374E-6	2444
27253	3.657138338670779E-6	3892
27254	1.9768315344166374E-6	5951
27255	1.9768315344166374E-6	2444
27256	1.9768315344166374E-6	64
27257	3.657138338670779E-6	2444
27258	1.9768315344166374E-6	27259
27259	3.657138338670779E-6	1619
2726	1.9768315344166374E-6	29
27260	1.9768315344166374E-6	2445
27261	1.9768315344166374E-6	2445
27262	1.9768315344166374E-6	61604
27263	1.2199320663423558E-5
27264	1.9768315344166374E-6	2446
27265	1.9768315344166374E-6	2446
27266	3.657138338670779E-6	2446
27267	1.9768315344166374E-6	2446
27268	1.9768315344166374E-6	2446
27269	1.9768315344166374E-6	5952
2727	1.9768315344166374E-6	1277
27270	1.9768315344166374E-6	2656
27271	1.9768315344166374E-6	2446
27272	1.9768315344166374E-6	2448
27273	1.9768315344166374E-6	2448
27274	1.9768315344166374E-6	2449
27275	1.2199320663423558E-5
27276	1.9768315344166374E-6	2452
27277	1.3229366266647208E-5	18444
27278	1.9768315344166374E-6	2608
27279	1.2714343465035381E-5
2728	8.446012730795083E-6	4060
27280	1.2199320663423558E-5
27281	1.2199320663423558E-5
27282	1.2199320663423558E-5
27283	1.2199320663423558E-5
27284	1.9768315344166374E-6	2453
27285	1.9768315344166374E-6	2454
27286	1.9768315344166374E-6	2454
27287	1.9768315344166374E-6	2454
27288	1.9768315344166374E-6	2454
27289	1.9768315344166374E-6	2454
2729	2.377461155260349E-5	8379
27290	1.9768315344166374E-6	2454
27291	3.657138338670779E-6	61608
27292	3.1307340651591134E-5
27293	1.9768315344166374E-6	2456
27294	1.2199320663423558E-5
27295	1.9768315344166374E-6	2236
27296	1.9768315344166374E-6	4415
27297	1.9768315344166374E-6	11558
27298	1.9768315344166374E-6	2459
27299	1.9768315344166374E-6	2460
273	4.0780519693693406E-5	8354
2730	3.657138338670779E-6	438
27300	1.9768315344166374E-6	2461
27301	1.9768315344166374E-6	2461
27302	1.9768315344166374E-6	2463
27303	1.9768315344166374E-6	61611
27304	1.9768315344166374E-6	2463
27305	1.9768315344166374E-6	2463
27306	1.9768315344166374E-6	2463
27307	1.9768315344166374E-6	2463
27308	1.9768315344166374E-6	2463
27309	1.9768315344166374E-6	2464
2731	3.657138338670779E-6	19961
27310	1.9768315344166374E-6	2464
27311	1.9768315344166374E-6	61612
27312	1.9768315344166374E-6	3859
27313	3.657138338670779E-6	1191
27314	9.622227493772982E-6	7040
27315	1.9768315344166374E-6	2464
27316	1.9768315344166374E-6	2464
27317	1.8318890630511198E-5	61614
27318	1.2199320663423558E-5	52554
27319	7.017751947179063E-6	735
2732	3.657138338670779E-6	6476
27320	1.9768315344166374E-6	2464
27321	3.657138338670779E-6	2467
27322	1.9768315344166374E-6	2467
27323	1.9768315344166374E-6	2470
27324	7.017751947179063E-6	30645
27325	1.9768315344166374E-6	29192
27326	1.2370994930627497E-5
27327	3.657138338670779E-6	2471
27328	1.9768315344166374E-6	26619
27329	1.2370994930627497E-5
2733	1.9768315344166374E-6	73
27330	3.657138338670779E-6	13104
27331	1.9768315344166374E-6	2471
27332	3.657138338670779E-6	790
27333	1.9768315344166374E-6	2471
27334	3.657138338670779E-6	2471
27335	3.657138338670779E-6	8186
27336	1.9768315344166374E-6	2561
27337	1.9768315344166374E-6	2475
27338	1.2542669197831443E-5
27339	1.6988936894158595E-5	23567
2734	1.9768315344166374E-6	26102
27340	1.9768315344166374E-6	2475
27341	1.2199320663423558E-5
27342	1.849056489771514E-5	61622
27343	1.2199320663423558E-5
27344	1.2370994930627497E-5	61624
27345	1.9768315344166374E-6	3182
27346	1.9768315344166374E-6	8653
27347	1.2199320663423558E-5
27348	5.3374451429249214E-6	2476
27349	8.193966710156963E-6	61628
2735	3.657138338670779E-6	1258
27350	1.9768315344166374E-6	2477
27351	1.9768315344166374E-6	2477
27352	3.2815973188641344E-5	61636
27353	1.9768315344166374E-6	18955
27354	1.9768315344166374E-6	34710
27355	1.9768315344166374E-6	2478
27356	1.9768315344166374E-6	7933
27357	1.9768315344166374E-6	61637
27358	1.9768315344166374E-6	17419
27359	1.9768315344166374E-6	2478
2736	1.9768315344166374E-6	2769
27360	3.657138338670779E-6	61638
27361	1.9768315344166374E-6	2478
27362	1.9768315344166374E-6	2478
27363	1.9768315344166374E-6	2478
27364	1.9768315344166374E-6	2479
27365	1.9768315344166374E-6	4616
27366	1.9768315344166374E-6	5444
27367	1.9768315344166374E-6	39473
27368	2.2421809792430473E-5
27369	3.657138338670779E-6	2481
2737	1.9768315344166374E-6	29
27370	1.9768315344166374E-6	2481
27371	1.2542669197831443E-5
27372	1.2199320663423558E-5
27373	1.9768315344166374E-6	2483
27374	1.2370994930627497E-5
27375	1.9768315344166374E-6	2483
27376	1.2199320663423558E-5	2484
27377	1.9768315344166374E-6	27
27378	1.9768315344166374E-6	71391
27379	3.657138338670779E-6	2487
2738	1.9768315344166374E-6	2512
27380	1.9768315344166374E-6	71391
27381	7.017751947179063E-6	634
27382	1.9768315344166374E-6	2488
27383	1.9768315344166374E-6	7039
27384	1.9768315344166374E-6	71388
27385	1.9768315344166374E-6	2490
27386	1.9768315344166374E-6	2490
27387	1.9768315344166374E-6	2490
27388	1.9768315344166374E-6	2491
27389	5.0853991222868E-6	16893
2739	6.7657059265409415E-6	4745
27390	1.9768315344166374E-6	2492
27391	8.193966710156963E-6	3692
27392	1.9768315344166374E-6	61650
27393	1.9768315344166374E-6	2493
27394	1.9768315344166374E-6	2494
27395	1.9768315344166374E-6	2495
27396	1.9768315344166374E-6	2495
27397	1.9768315344166374E-6	2495
27398	1.9768315344166374E-6	2495
27399	1.9768315344166374E-6	2495
274	3.657138338670779E-6	721
2740	3.657138338670779E-6	333
27400	1.9768315344166374E-6	2495
27401	1.9768315344166374E-6	2496
27402	1.9768315344166374E-6	2472
27403	1.9768315344166374E-6	2497
27404	1.9768315344166374E-6	2497
27405	1.9768315344166374E-6	2497
27406	1.2542669197831443E-5
27407	1.9768315344166374E-6	2497
27408	1.2199320663423558E-5
27409	1.0378365555687345E-5	187
2741	1.9768315344166374E-6	12292
27410	1.2199320663423558E-5
27411	1.2542669197831443E-5	37359
27412	5.3374451429249214E-6	18813
27413	1.9768315344166374E-6	44173
27414	1.9768315344166374E-6	15063
27415	1.9768315344166374E-6	4128
27416	3.281597318864134E-5
27417	1.2199320663423558E-5
27418	1.2199320663423558E-5
27419	1.2199320663423558E-5
2742	1.9768315344166374E-6	43
27420	1.2199320663423558E-5
27421	3.0963992117183256E-5
27422	1.2199320663423558E-5
27423	2.2421809792430473E-5
27424	1.2199320663423558E-5
27425	1.2199320663423558E-5
27426	1.2199320663423558E-5
27427	1.2199320663423558E-5
27428	1.2199320663423558E-5
27429	2.2765158326838354E-5
2743	5.3374451429249214E-6	715
27430	2.2421809792430473E-5
27431	1.9768315344166374E-6	2497
27432	1.9768315344166374E-6	2497
27433	1.2199320663423558E-5
27434	1.9768315344166374E-6	2497
27435	1.9768315344166374E-6	2497
27436	1.9768315344166374E-6	2497
27437	1.9768315344166374E-6	2497
27438	1.9768315344166374E-6	2497
27439	3.657138338670779E-6	28126
2744	2.802158700035583E-5	29
27440	1.9768315344166374E-6	2497
27441	9.370181473134861E-6	2239
27442	1.9768315344166374E-6	2497
27443	1.9768315344166374E-6	46423
27444	1.9768315344166374E-6	737
27445	1.9768315344166374E-6	46
27446	1.9768315344166374E-6	2498
27447	1.2714343465035381E-5	51895
27448	1.9768315344166374E-6	71402
27449	1.9768315344166374E-6	2498
2745	1.9768315344166374E-6	4831
27450	3.657138338670779E-6	16586
27451	1.9768315344166374E-6	2498
27452	1.9768315344166374E-6	2498
27453	1.9768315344166374E-6	2498
27454	1.9768315344166374E-6	2498
27455	1.9768315344166374E-6	2498
27456	1.9768315344166374E-6	2498
27457	1.9768315344166374E-6	2498
27458	3.657138338670779E-6	2498
27459	1.9768315344166374E-6	6865
2746	2.3125770112221548E-5	28613
27460	5.3374451429249214E-6	2498
27461	1.9768315344166374E-6	2498
27462	1.0126319535049225E-5	61671
27463	1.9768315344166374E-6	2500
27464	1.9768315344166374E-6	15869
27465	2.2421809792430473E-5
27466	1.2370994930627497E-5
27467	1.2199320663423558E-5
27468	1.2370994930627497E-5
27469	3.2815973188641344E-5
2747	8.698058751433205E-6	1398
27470	1.9768315344166374E-6	48270
27471	5.3374451429249214E-6	46232
27472	1.9768315344166374E-6	11116
27473	1.9768315344166374E-6	2501
27474	1.9768315344166374E-6	2501
27475	1.9768315344166374E-6	2501
27476	1.9768315344166374E-6	8497
27477	1.9768315344166374E-6	7541
27478	3.657138338670779E-6	7110
27479	1.9768315344166374E-6	2501
2748	7.017751947179063E-6	28629
27480	1.9768315344166374E-6	18246
27481	1.9768315344166374E-6	2501
27482	1.9768315344166374E-6	2501
27483	1.9768315344166374E-6	2504
27484	1.9768315344166374E-6	737
27485	3.657138338670779E-6	61415
27486	5.3374451429249214E-6	22012
27487	1.2199320663423558E-5
27488	1.2199320663423558E-5
27489	1.2199320663423558E-5
2749	1.9768315344166374E-6	6146
27490	1.2199320663423558E-5
27491	1.2199320663423558E-5
27492	1.2199320663423558E-5
27493	1.2199320663423558E-5
27494	1.2199320663423558E-5
27495	1.2199320663423558E-5
27496	3.657138338670779E-6	3685
27497	1.2199320663423558E-5
27498	1.2199320663423558E-5
27499	1.9768315344166374E-6	44729
275	1.9768315344166374E-6	0
2750	2.020816036057407E-5	7955
27500	1.2199320663423558E-5
27501	1.2199320663423558E-5
27502	1.2199320663423558E-5
27503	1.2199320663423558E-5
27504	1.2199320663423558E-5
27505	1.2199320663423558E-5
27506	1.9768315344166374E-6	2509
27507	1.2199320663423558E-5
27508	1.2199320663423558E-5
27509	1.2199320663423558E-5
2751	5.688337430891325E-5	28656
27510	1.2199320663423558E-5
27511	1.9768315344166374E-6	1894
27512	1.2199320663423558E-5
27513	1.2199320663423558E-5
27514	1.9768315344166374E-6	2509
27515	1.9768315344166374E-6	4070
27516	3.657138338670779E-6	61688
27517	1.9768315344166374E-6	2511
27518	3.657138338670779E-6	8707
27519	1.9768315344166374E-6	551
2752	3.657138338670779E-6	1909
27520	1.9768315344166374E-6	2511
27521	1.9768315344166374E-6	2512
27522	3.657138338670779E-6	11479
27523	1.9768315344166374E-6	2512
27524	1.9768315344166374E-6	6665
27525	1.9768315344166374E-6	2512
27526	3.657138338670779E-6	725
27527	1.9768315344166374E-6	2514
27528	1.9768315344166374E-6	722
27529	1.9768315344166374E-6	2514
2753	3.657138338670779E-6	28661
27530	1.9768315344166374E-6	2514
27531	1.9768315344166374E-6	2514
27532	3.657138338670779E-6	2515
27533	1.9768315344166374E-6	16785
27534	1.9768315344166374E-6	2515
27535	1.9768315344166374E-6	2515
27536	1.9768315344166374E-6	5974
27537	1.9768315344166374E-6	2515
27538	1.9768315344166374E-6	2515
27539	1.9768315344166374E-6	2515
2754	5.3374451429249214E-6	97
27540	1.9768315344166374E-6	2515
27541	1.9768315344166374E-6	2515
27542	1.9768315344166374E-6	19075
27543	1.9768315344166374E-6	83
27544	1.9768315344166374E-6	2516
27545	1.9768315344166374E-6	11238
27546	1.2370994930627497E-5
27547	1.2542669197831443E-5
27548	1.9768315344166374E-6	5272
27549	1.9768315344166374E-6	48082
2755	1.9768315344166374E-6	790
27550	1.9768315344166374E-6	18
27551	1.9768315344166374E-6	2517
27552	1.9768315344166374E-6	2517
27553	1.9768315344166374E-6	681
27554	1.9768315344166374E-6	2517
27555	1.2199320663423558E-5
27556	1.2199320663423558E-5
27557	1.2199320663423558E-5
27558	1.2370994930627497E-5	61694
27559	5.0853991222868E-6	8992
2756	3.657138338670779E-6	415
27560	1.2199320663423558E-5
27561	6.7657059265409415E-6	3421
27562	2.2421809792430473E-5	61697
27563	1.9768315344166374E-6	2803
27564	7.017751947179063E-6	25809
27565	1.9768315344166374E-6	4454
27566	3.657138338670779E-6	20577
27567	1.9768315344166374E-6	6492
27568	1.9768315344166374E-6	6501
27569	2.990321394011435E-5	39061
2757	1.516723994781165E-5	61
27570	1.9768315344166374E-6	61703
27571	3.657138338670779E-6	2527
27572	3.657138338670779E-6	61705
27573	8.193966710156962E-6	36866
27574	7.081928368987271E-5
27575	1.9768315344166374E-6	18506
27576	9.561720025206897E-5	5788
27577	1.9768315344166374E-6	17798
27578	1.9768315344166374E-6	2535
27579	1.9768315344166374E-6	2535
2758	1.9768315344166374E-6	437
27580	1.9768315344166374E-6	2536
27581	1.2199320663423558E-5
27582	3.657138338670779E-6	2536
27583	1.9768315344166374E-6	2536
27584	1.9768315344166374E-6	2536
27585	1.2199320663423558E-5
27586	4.3302877835564276E-5	15105
27587	1.9768315344166374E-6	2536
27588	1.9768315344166374E-6	2536
27589	1.9768315344166374E-6	2536
2759	1.7356081104455777E-5	0
27590	2.2765158326838354E-5
27591	1.9768315344166374E-6	2537
27592	5.029681698153887E-5	2537
27593	1.2199320663423558E-5
27594	1.9768315344166374E-6	2537
27595	1.9768315344166374E-6	2537
27596	6.7657059265409415E-6	1617
27597	1.9768315344166374E-6	2537
27598	1.9768315344166374E-6	2537
27599	1.9768315344166374E-6	751
276	1.1798224805282098E-5	449
2760	1.9768315344166374E-6	639
27600	1.9768315344166374E-6	2538
27601	1.9768315344166374E-6	24239
27602	1.9768315344166374E-6	3996
27603	1.9768315344166374E-6	2539
27604	7.017751947179063E-6	1274
27605	1.2370994930627497E-5
27606	1.9768315344166374E-6	2541
27607	1.7932604870912903E-5	12242
27608	1.9768315344166374E-6	1274
27609	1.9768315344166374E-6	2541
2761	1.9768315344166374E-6	30
27610	1.9768315344166374E-6	2541
27611	1.9768315344166374E-6	2542
27612	1.9768315344166374E-6	2543
27613	1.9768315344166374E-6	2543
27614	1.9768315344166374E-6	2543
27615	1.9768315344166374E-6	101
27616	3.657138338670779E-6	4967
27617	1.9768315344166374E-6	27620
27618	1.9768315344166374E-6	11226
27619	1.9768315344166374E-6	25476
2762	1.9768315344166374E-6	28671
27620	1.8318890630511198E-5	27621
27621	1.853400529899406E-5	27620
27622	1.9768315344166374E-6	3220
27623	1.2370994930627497E-5
27624	1.9768315344166374E-6	2803
27625	1.3572714801055085E-5
27626	3.657138338670779E-6	19952
27627	1.2199320663423558E-5
27628	1.9768315344166374E-6	11872
27629	3.657138338670779E-6	2546
2763	3.657138338670779E-6	295
27630	1.9768315344166374E-6	27629
27631	1.9768315344166374E-6	4354
27632	1.2199320663423558E-5
27633	1.2370994930627497E-5
27634	1.9768315344166374E-6	2548
27635	1.9768315344166374E-6	2548
27636	1.9768315344166374E-6	2548
27637	1.9768315344166374E-6	9479
27638	3.657138338670779E-6	7140
27639	1.9768315344166374E-6	61720
2764	3.657138338670779E-6	28674
27640	1.9768315344166374E-6	2548
27641	1.9768315344166374E-6	2548
27642	1.9768315344166374E-6	776
27643	3.657138338670779E-6	5915
27644	5.3374451429249214E-6	4019
27645	1.2199320663423558E-5
27646	3.657138338670779E-6	576
27647	1.9768315344166374E-6	3706
27648	1.9768315344166374E-6	2549
27649	1.9768315344166374E-6	2549
2765	1.9768315344166374E-6	30
27650	5.0853991222868E-6	8967
27651	1.9768315344166374E-6	18
27652	8.941703238050056E-6	2549
27653	1.9768315344166374E-6	2551
27654	1.2199320663423558E-5
27655	1.9768315344166374E-6	2553
27656	1.9768315344166374E-6	61732
27657	1.9768315344166374E-6	11194
27658	7.017751947179063E-6	1909
27659	5.3374451429249214E-6	32438
2766	1.9768315344166374E-6	544
27660	3.657138338670779E-6	5139
27661	3.657138338670779E-6	7608
27662	1.9768315344166374E-6	2553
27663	2.3108506861246235E-5
27664	1.9768315344166374E-6	2556
27665	1.9768315344166374E-6	2556
27666	1.9768315344166374E-6	15586
27667	1.9768315344166374E-6	4944
27668	1.9768315344166374E-6	4944
27669	1.9768315344166374E-6	4867
2767	1.9768315344166374E-6	369
27670	3.657138338670779E-6	789
27671	1.9768315344166374E-6	2557
27672	1.9768315344166374E-6	2557
27673	3.165068918599902E-5
27674	1.9768315344166374E-6	2558
27675	3.657138338670779E-6	2558
27676	3.657138338670779E-6	50056
27677	8.193966710156962E-6	2558
27678	5.3374451429249214E-6	24224
27679	1.9768315344166374E-6	27676
2768	1.3440724706440518E-5	3540
27680	3.469738559439103E-5	61227
27681	5.0853991222868E-6	27680
27682	1.9768315344166374E-6	2528
27683	1.9768315344166374E-6	2528
27684	1.9768315344166374E-6	2528
27685	1.9768315344166374E-6	27686
27686	3.657138338670779E-6	2528
27687	5.3374451429249214E-6	12953
27688	1.9768315344166374E-6	2528
27689	3.657138338670779E-6	2528
2769	1.3020648005376982E-5	637
27690	1.9768315344166374E-6	2559
27691	7.331339204522992E-6	2560
27692	1.9768315344166374E-6	2560
27693	1.9768315344166374E-6	32588
27694	1.9768315344166374E-6	2560
27695	1.9768315344166374E-6	2635
27696	3.657138338670779E-6	2560
27697	1.9768315344166374E-6	10801
27698	1.9768315344166374E-6	2561
27699	1.9768315344166374E-6	2561
277	3.6234273965375795E-5	1304
2770	5.0853991222868E-6	5728
27700	3.657138338670779E-6	2561
27701	1.9768315344166374E-6	2561
27702	3.657138338670779E-6	2892
27703	3.657138338670779E-6	2561
27704	1.9768315344166374E-6	395
27705	1.9768315344166374E-6	2561
27706	1.9768315344166374E-6	5775
27707	1.9768315344166374E-6	5775
27708	5.3374451429249214E-6	4329
27709	1.9768315344166374E-6	2561
2771	1.3486933143557507E-5	438
27710	3.657138338670779E-6	2562
27711	1.2199320663423558E-5
27712	7.017751947179063E-6	61757
27713	1.9768315344166374E-6	2563
27714	3.657138338670779E-6	650
27715	1.0378365555687345E-5	2563
27716	1.9768315344166374E-6	2563
27717	1.9768315344166374E-6	2563
27718	1.9768315344166374E-6	10447
27719	1.9768315344166374E-6	2565
2772	1.9768315344166374E-6	30
27720	1.1882670724113391E-5	10571
27721	1.9768315344166374E-6	2565
27722	1.9768315344166374E-6	2565
27723	5.3374451429249214E-6	2565
27724	1.9768315344166374E-6	5386
27725	3.657138338670779E-6	2566
27726	3.657138338670779E-6	637
27727	1.9768315344166374E-6	10294
27728	3.657138338670779E-6	44812
27729	1.3057691999443266E-5
2773	3.657138338670779E-6	28695
27730	3.657138338670779E-6	2571
27731	1.9768315344166374E-6	27730
27732	1.2199320663423558E-5
27733	5.3604299981063045E-5
27734	1.9768315344166374E-6	2572
27735	1.9768315344166374E-6	5801
27736	1.9768315344166374E-6	3560
27737	1.9768315344166374E-6	7343
27738	1.9768315344166374E-6	2574
27739	1.9768315344166374E-6	7427
2774	1.9768315344166374E-6	996
27740	1.9768315344166374E-6	2576
27741	1.9768315344166374E-6	8836
27742	1.9768315344166374E-6	2577
27743	1.9768315344166374E-6	2577
27744	1.9768315344166374E-6	2577
27745	1.9768315344166374E-6	634
27746	1.9768315344166374E-6	12971
27747	1.2199320663423558E-5
27748	1.9768315344166374E-6	11225
27749	1.9768315344166374E-6	50140
2775	1.970406831929783E-5	5958
27750	1.9768315344166374E-6	14892
27751	1.2370994930627497E-5	61773
27752	1.2199320663423558E-5
27753	1.2199320663423558E-5
27754	2.2421809792430473E-5
27755	2.2593484059634412E-5
27756	2.495348339921066E-5	61778
27757	1.9768315344166374E-6	5074
27758	1.9768315344166374E-6	5074
27759	1.9768315344166374E-6	2590
2776	1.9768315344166374E-6	366
27760	1.2199320663423558E-5
27761	2.2421809792430473E-5
27762	2.3623529662858055E-5	27763
27763	2.2765158326838354E-5	27762
